Metsävarakuvioiden ja erityisen tärkeiden elinympäristökuvioiden koodisto- taulukko solusta A2 soluun G4464;;;;;;;
Koodisto;Kenttä;Koodi;Selite_FI;Selite_SE;Selite_ENG;Selite_LATINA;
664_667;operationtype;310;Douglaskuusen istutus;Plantering av douglasgran;Planting of seedlings, oregon pine;;
664_667;operationtype;311;Katajan istutus;Plantering av en;Planting of seedlings, common juniper;;
664_667;operationtype;312;Kontortamännyn istutus;Plantering av contortatall;Planting of seedlings, contorta pine;;
664_667;operationtype;313;Kynäjalavan istutus;Plantering av vresalm;Planting of seedlings, european white elm;;
664_667;operationtype;314;Lehtikuusen istutus;Plantering av lärkträd;Planting of seedlings, larch;;
664_667;operationtype;315;Metsälehmuksen istutus;Plantering av skogslind;Planting of seedlings, small-leaved lime;;
664_667;operationtype;316;Mustakuusen istutus;Plantering av svartgran;Planting of seedlings, black spruce;;
664_667;operationtype;317;Pajun istutus;Plantering av vide;Planting of seedlings, willow;;
664_667;operationtype;318;Pihlajan istutus;Plantering av rönn;Planting of seedlings, rowan;;
664_667;operationtype;319;Pihdan istutus;Plantering av pichtagran;Planting of seedlings, fir;;
664_667;operationtype;320;Raidan istutus;Plantering av sälg;Planting of seedlings, goat willow;;
664_667;operationtype;321;Saarnen istutus;Plantering av ask;Planting of seedlings, ash;;
664_667;operationtype;322;Sembramännyn istutus;Plantering av cembratall;Planting of seedlings, swiss pine;;
664_667;operationtype;323;Serbiankuusen istutus;Plantering av omorikagran;Planting of seedlings, serbian spruce;;
664_667;operationtype;324;Tammen istutus;Plantering av ek;Planting of seedlings, oak;;
664_667;operationtype;325;Tuomen istutus;Plantering av hägg;Planting of seedlings, bird cherry;;
664_667;operationtype;326;Vaahteran istutus;Plantering av lönn;Planting of seedlings, maple;;
664_667;operationtype;327;Visakoivun istutus;Plantering av masurbjörk;Planting of seedlings, curly birch;;
664_667;operationtype;328;Vuorijalavan istutus;Plantering av skogsalm;Planting of seedlings, scots elm;;
664_667;operationtype;401;Raivaus;Hyggesrensning;Clearing;;
664_667;operationtype;410;Mekaaninen raivaus;Mekanisk hyggesrensning;Mechanical clearing;;
664_667;operationtype;420;Mekaanis-kemiallinen raivaus;Mekanisk-kemisk hyggesrensning;Mechanical and chemical clearing;;
664_667;operationtype;440;Haavan vesottumisen ennakkotorjunta;Förhandsbekämpning av asp;Aspen sprout prevention;;
664_667;operationtype;450;Ennakkoraivaus;Hyggesrensning före avverkning;Preclearing;;
664_667;operationtype;501;Maanpinnan käsittely;Markberedning;Soil preparation;;
664_667;operationtype;510;Laikutus;Fläckupptagning;Scalping;;
664_667;operationtype;511;Kaivurilaikutus;Fläckupptagning med grävmaskin;Digger scalping;;
664_667;operationtype;512;Yksittäisten kuokkalaikkujen tekeminen;Upptagning av enstaka fläckar;;;
664_667;operationtype;520;Mätästys;Högläggning;Mounding;;
664_667;operationtype;521;Kääntömätästys;Vändhögläggning;Turn-over mounding;;
664_667;operationtype;522;Naveromätästys;Högläggning med fåror;Rill mounding;;
664_667;operationtype;523;Laikkumätästys;Fläckhögläggning;Scalping mounding;;
664_667;operationtype;530;Äestys;Harvning;Harrowing;;
664_667;operationtype;531;Ristiinäestys;Korsharvning;Cross harrowing;;
664_667;operationtype;540;Säätöauraus;Anpassad plogning;Adjustment ploughing;;
664_667;operationtype;550;Ojitusmätästys;Dikningshögläggning;Ditching mounding;;
664_667;operationtype;560;Pellon muokkaus;Åkerbearbetning;Field ploughing;;
664_667;operationtype;601;Männyn täydennysistutus;Hjälpplantering med tall;Supplementary planting of seedlings, pine;;
664_667;operationtype;602;Kuusen täydennysistutus;Hjälpplantering med gran;Supplementary planting of seedlings, spruce;;
664_667;operationtype;603;Rauduskoivun täydennysistutus;Hjälpplantering med vårtbjörk;Supplementary planting of seedlings, silver birch;;
664_667;operationtype;604;Hieskoivun täydennysistutus;Hjälpplantering med glasbjörk;Supplementary planting of seedlings, downy birch;;
664_667;operationtype;605;Haavan täydennysistutus;Hjälpplantering med asp;Supplementary planting of seedlings, asp;;
664_667;operationtype;606;Harmaalepän täydennysistutus;Hjälpplantering med gråal;Supplementary planting of seedlings, grey alder;;
664_667;operationtype;607;Tervalepän täydennysistutus;Hjälpplantering med klibbal;Supplementary planting of seedlings, black alder;;
664_667;operationtype;608;Muun havupuun täydennysistutus;Hjälpplantering med övriga barrträd;Supplementary planting of seedlings, other coniferous tree;;
664_667;operationtype;609;Muun lehtipuun täydennysistutus;Hjälpplantering med övriga lövträd;Supplementary planting of seedlings, other deciduous tree;;
664_667;operationtype;610;Douglaskuusen täydennysistutus;Hjälpplantering med douglasgran;Supplementary planting of seedlings, oregon pine;;
664_667;operationtype;611;Katajan täydennysistutus;Hjälpplantering med en;Supplementary planting of seedlings, common juniper;;
664_667;operationtype;612;Kontortamännyn täydennysistutus;Hjälpplantering med contortatall;Supplementary planting of seedlings, contorta pine;;
664_667;operationtype;613;Kynäjalavan täydennysistutus;Hjälpplantering med vresalm;Supplementary planting of seedlings, european white elm;;
664_667;operationtype;614;Lehtikuusen täydennysistutus;Hjälpplantering med lärkträd;Supplementary planting of seedlings, larch;;
664_667;operationtype;615;Metsälehmuksen täydennysistutus;Hjälpplantering med skogslind;Supplementary planting of seedlings, small-leaved lime;;
664_667;operationtype;616;Mustakuusen täydennysistutus;Hjälpplantering med svartgran;Supplementary planting of seedlings, black spruce;;
664_667;operationtype;617;Pajun täydennysistutus;Hjälpplantering med vide;Supplementary planting of seedlings, willow;;
664_667;operationtype;618;Pihlajan täydennysistutus;Hjälpplantering med rönn;Supplementary planting of seedlings, rowan;;
664_667;operationtype;619;Pihdan täydennysistutus;Hjälpplantering med pichtagran;Supplementary planting of seedlings, fir;;
664_667;operationtype;620;Raidan täydennysistutus;Hjälpplantering med sälg;Supplementary planting of seedlings, goat willow;;
664_667;operationtype;621;Saarnen täydennysistutus;Hjälpplantering med ask;Supplementary planting of seedlings, ash;;
664_667;operationtype;622;Sembramännyn täydennysistutus;Hjälpplantering med cembratall;Supplementary planting of seedlings, swiss pine;;
664_667;operationtype;623;Serbiankuusen täydennysistutus;Hjälpplantering med omorikagran;Supplementary planting of seedlings, serbian spruce;;
664_667;operationtype;624;Tammen täydennysistutus;Hjälpplantering med ek;Supplementary planting of seedlings, oak;;
664_667;operationtype;625;Tuomen täydennysistutus;Hjälpplantering med hägg;Supplementary planting of seedlings, bird cherry;;
664_667;operationtype;626;Vaahteran täydennysistutus;Hjälpplantering med lönn;Supplementary planting of seedlings, maple;;
664_667;operationtype;627;Visakoivun täydennysistutus;Hjälpplantering med masurbjörk;Supplementary planting of seedlings, curly birch;;
664_667;operationtype;628;Vuorijalavan täydennysistutus;Hjälpplantering med skogsalm;Supplementary planting of seedlings, scots elm;;
664_667;operationtype;630;Täydennyskylvö;Hjälpsådd;Supplementary planting of seeds;;
664_667;operationtype;640;Mekaaninen heinäntorjunta;Mekanisk gräsbekämpning;Mechanical hay prevention;;
664_667;operationtype;650;Kemiallinen heinäntorjunta;Kemisk gräsbekämpning;Chemical hay prevention;;
664_667;operationtype;660;Mekaaninen perkaus;Första röjning;Mechanical weeding;;
664_667;operationtype;670;Kemiallinen perkaus;Kemisk slybekämpning;Chemical weeding;;
664_667;operationtype;680;Mekaanis-kemiallinen perkaus;Mekanisk-kemisk slybekämpning;Mechanical and chemical weeding;;
664_667;operationtype;690;Reikäperkaus;Brunnsröjning;Hole weeding;;
664_667;operationtype;701;Taimikonhoito ja -kunnostus;SV Taimikonhoito ja -kunnostus;;;
664_667;operationtype;730;Kylvötuppaiden harvennus;Utglesning av såddruggar;Tussock thinning;;
664_667;operationtype;740;Taimikonhoito;Plantskogsvård;Tending of recently planted forest;;
664_667;operationtype;745;Taimikon varhaishoito;Tidig vård av plantbestånd;Early tending of recently planted forest;;
664_667;operationtype;750;Nuoren metsän hoito;Iståndsättning av ung skog;Tending of young forest;;
664_667;operationtype;760;Pienpuuston hoito;Skötsel av underväxt;Tending of small trees;;
664_667;operationtype;840;Mekaaninen heinäntorjunta;Mekanisk gräsbekämpning;;;
664_667;operationtype;850;Kemiallinen heinäntorjunta;Kemisk gräsbekämpning;;;
664_667;operationtype;860;Mekaaninen perkaus;Första röjning;;;
664_667;operationtype;870;Kemiallinen perkaus;Kemisk röjning;;;
664_667;operationtype;880;Mekaanis-kemiallinen perkaus;Mekanisk-kemisk röjning;;;
664_667;operationtype;890;Taimikonharvennus;Plantskogsgallring;Thinning of recently planted forest;;
664_667;operationtype;911;Kasvatuslannoitus;Gödsling;Fertilising;;
664_667;operationtype;912;Terveyslannoitus;Vitaliseringsgödsling;Health fertilising;;
664_667;operationtype;930;Uudisojitus; ;Ditching;;
664_667;operationtype;940;Kunnostusojitus;Iståndsättningsdikning;Overhaul ditching;;
664_667;operationtype;950;Hakkuutähteiden korjuu;SV Hakkuutähteiden korjuu;;;
664_667;operationtype;951;Kantojen korjuu;Stubbrytning;;;
664_667;operationtype;960;Kulotus;Hyggesbränning;Burn-clearing;;
664_667;operationtype;970;Pystykarsinta;Stamkvistning;Branching;;
664_667;operationtype;980;Käsittely hirvikarkotteella;Behandling med avskräckningsmedel för älg;Moose repellent;;
664_667;operationtype;990;Juurikäävän torjunta;Bekämpning av rotröta;Protection against heterobasidion;;
664_667;operationtype;999;Ojien tukkiminen;Uppdämning av diken;Ditch damming;;
670;proposaltype;0;Simuloitu;Simulerat;;;
670;proposaltype;1;Maastoehdotus;Terrängförslag;;;
622;treespecies;1;Mänty;Tall;Pine;Pinus sylvestris;
622;treespecies;2;Kuusi;Gran;Spruce;Picea abies;
622;treespecies;3;Rauduskoivu;Vårtbjörk;Silver birch;Betula pendula;
622;treespecies;4;Hieskoivu;Glasbjörk;Downy birch;Betula pubescens;
622;treespecies;5;Haapa;Asp;Asp;Populus tremula;
622;treespecies;6;Harmaaleppä;Gråal;Grey alder;Alnus incana;
622;treespecies;7;Tervaleppä;Klibbal;Black alder;Alnus glutinosa;
622;treespecies;8;Muu havupuu;Annat barrträdslag;Other coniferous tree; ;
622;treespecies;9;Muu lehtipuu;Annat lövträdslag;Other deciduous tree; ;
622;treespecies;10;Douglaskuusi;Douglasgran;Oregon pine;Pseudotsuga menziesii;
622;treespecies;11;Kataja;En;Common juniper;Juniperus communis;
622;treespecies;12;Kontortamänty;Contortatall;Contorta pine;Pinus contorta;
622;treespecies;13;Kynäjalava;Vresalm;European white elm;Ulmus laevis;
622;treespecies;14;Lehtikuusi;Lärkträd;Larch;Larix sibirica/Larix decidua;
622;treespecies;15;Metsälehmus;Skogslind;Small-leaved lime;Tilia cordata;
622;treespecies;16;Mustakuusi;Svartgran;Black spruce;Picea mariana;
622;treespecies;17;Paju;Vide;Willow;Salix sp.;
622;treespecies;18;Pihlaja;Rönn;Rowan;Sorbus aucuparia;
622;treespecies;19;Pihta;Pichtagran;Fir;Abies sibirica;
622;treespecies;20;Raita;Sälg;Goat willow;Salix caprea;
622;treespecies;21;Saarni;Ask;Ash;Fraxinus excelsior;
622;treespecies;22;Sembramänty;Cembratall;Swiss pine;Pinus cembra;
622;treespecies;23;Serbiankuusi;Omorikagran;Serbian spruce;Picea omorika;
622;treespecies;24;Tammi;Ek;Oak;Quercus robur;
622;treespecies;25;Tuomi;Hägg;Bird cherry;Prunus padus;
622;treespecies;26;Vaahtera;Lönn;Maple;Acer platanoides;
622;treespecies;27;Visakoivu;Masurbjörk;Curly birch;Betula pendula var. carelica;
622;treespecies;28;Vuorijalava;Skogsalm;Scots elm;Ulmus glabra;
622;treespecies;29;Lehtipuu;Lövträd;Deciduous tree; ;
622;treespecies;30;Havupuu;Barrträd;Coniferous tree; ;
637;stemtype;1;Tukki;Stock;Log;;
637;stemtype;2;Pikkutukki;Småstock;Small log;;
637;stemtype;3;Parru;Sparre;Square-sawn timber;;
637;stemtype;4;Pylväs;Stolpe;Pole;;
637;stemtype;5;Kuitu;Slipmassaved;Fiber;;
637;stemtype;6;Vaneri;Fanér;Plywood;;
637;stemtype;7;Sellu;Sulfatmassaved;Pulp;;
637;stemtype;8;Energiapuu;Energived;Energy wood;;
637;stemtype;9;Kannot;Stubbar;Stumps;;
637;stemtype;10;Hakkuutähde;Hyggesrester;Logging residues;;
637;stemtype;11;Runko;Stam;Trunk;;
637;stemtype;12;Rungon osa;Delstam;Trunk part;;
637;stemtype;13;Erikoistyvi;Specialrotblock;Special beam;;
637;stemtype;14;Joukkokäsitelty;Flerträdshantering;Mass processing;;
637;stemtype;15;Laho;Rötskadad;Rotten;;
637;stemtype;16;Ylilaho (energiapuu);Överrötskadad (energived);Overly rotten (energy wood);;
637;stemtype;101;Kokopuu (oksa- ja neulasmassa mukana);Helträd (inkluderat kvistar och barr/löv); ;;
637;stemtype;102;Ranka (karsittua, ei oksa ja neulasmassaa mukana);Slana (kvistad, utan kvistar och barr/löv); ;;
637;stemtype;105;Latvusmassa;Grot; ;;
676_679_682_685;specificationcode;0;Alaharvennus;Låggallring;;;
676_679_682_685;specificationcode;1;Suositaan mäntyä;Tall gynnas;;;
676_679_682_685;specificationcode;2;Suositaan kuusta;Gran gynnas;;;
676_679_682_685;specificationcode;3;Suositaan koivua;Björk gynnas;;;
676_679_682_685;specificationcode;4;Poistetaan kaikista läpimittaluokista;Träd avlägsnas i alla diameterklasser;;;
676_679_682_685;specificationcode;101;Alikasvos säästetään;Underväxten sparas;;;
676_679_682_685;specificationcode;102;Haapoja jätetään;Aspar sparas;;;
676_679_682_685;specificationcode;103;Havupuita jätetään;Barrträd sparas;;;
676_679_682_685;specificationcode;104;Jaloja lehtipuita säästetään;Ädla lövträd sparas;;;
676_679_682_685;specificationcode;105;Säästöpuita jätetään;Sparträd lämnas;;;
676_679_682_685;specificationcode;106;Kaikkia puulajeja siemenpuiksi;Alla trädslag som fröträd;;;
676_679_682_685;specificationcode;107;Kolopuut säästetään;Hålträd sparas;;;
676_679_682_685;specificationcode;108;Lahot puut tyvetään pystyyn;Rötskadade träd lämnas som högstubbar;;;
676_679_682_685;specificationcode;109;Lahot puut jätetään pystyyn;Rötskadade träd lämnas stående;;;
676_679_682_685;specificationcode;110;Lehtipuita jätetään;Lövträd lämnas;;;
676_679_682_685;specificationcode;111;Lehtipuita jätetään verhopuiksi;Lövträd lämnas som lågskärm;;;
676_679_682_685;specificationcode;112;Maisemapuita jätetään;Landskapsträd lämnas;;;
676_679_682_685;specificationcode;113;Puuryhmiä jätetään;Trädgrupper lämnas;;;
676_679_682_685;specificationcode;114;Reunapuita jätetään;Kantträd lämnas;;;
676_679_682_685;specificationcode;115;Siemenpuita jätetään;Fröträd lämnas;;;
676_679_682_685;specificationcode;116;Siemenpuut jätetään ryhmiin;Fröträd lämnas gruppvis;;;
676_679_682_685;specificationcode;120;Puronvarteen suojavyöhyke;Skyddszon lämnas vid bäck;;;
676_679_682_685;specificationcode;121;Rantavyöhykettä ei käsitellä;Strandzonen lämnas orörd;;;
676_679_682_685;specificationcode;122;Rantavyöhykkeen raivaus;Strandzonen röjs;;;
676_679_682_685;specificationcode;130;Jäävät puut on merkitty;Kvarblivande träd märkta;;;
676_679_682_685;specificationcode;131;Poistettavat puut on merkitty;Träd som avlägsnas märkta;;;
676_679_682_685;specificationcode;135;Ylispuiden poisto kahdessa vaiheessa;Överståndarna avlägsnas i två skeden;;;
676_679_682_685;specificationcode;136;Verhopuuston poisto kahdessa vaiheessa;Lågskärm avlägsnas i två skeden;;;
676_679_682_685;specificationcode;140;Hakataan vaiheittain;Avverkas i omgångar;;;
676_679_682_685;specificationcode;141;Laatuharvennus;Kvalitetsgallring;;;
676_679_682_685;specificationcode;142;Puustoryhmien harvennus;Gallring av trädgrupper;;;
676_679_682_685;specificationcode;143;Rakennettavan alueen valmistava hakkuu;Förberedande avverkning för område som bebyggs;;;
676_679_682_685;specificationcode;144;Sairaat puut poistetaan;Sjuka träd avlägsnas;;;
676_679_682_685;specificationcode;145;Juurikäävän torjunta;Bekämpning av rotröta;;;
676_679_682_685;specificationcode;146;Lehtipuiden kantokäsittely;Stubbehandling av lövträd;;;
676_679_682_685;specificationcode;150;Energiapuuhun sisältyy myös kuitupuuta;Massaved ingår i energivirket;;;
676_679_682_685;specificationcode;151;Kemera-rahoituskelpoinen;Finansieringsduglig enligt finansieringslagen;;;
676_679_682_685;specificationcode;153;Kemera-rahoituskelpoinen osalla kuvioita;Finansieringsduglig (FinL) på en del av figuren;;;
676_679_682_685;specificationcode;156;Energiapuuta korjattavissa;Energivirke kan avverkas;;;
676_679_682_685;specificationcode;160;Hakkuu ojalinjahakkuun yhteydessä;Avverkning i samband med avverkning av dikeslinjer;;;
676_679_682_685;specificationcode;161;Ojalinjahakkuu;Avverkning av dikeslinjer;;;
676_679_682_685;specificationcode;162;Ojien perkaus hakkuun jälkeen;Dikesrensning efter avverkning;;;
676_679_682_685;specificationcode;163;Ojitettava ennen uudistushakkuuta;Dikas före förnyelse;;;
676_679_682_685;specificationcode;170;Kuviolla leimikko, leimattu puusto mukana laskelmissa;Stämpling på figuren, stämplat bestånd med i kalkylen;;;
676_679_682_685;specificationcode;171;Maaston kaltevuus vaikeuttaa korjuuta;Markens lutning försvårar drivningen;;;
676_679_682_685;specificationcode;172;Kivisyys vaikeuttaa korjuuta;Stenighet försvårar drivningen;;;
676_679_682_685;specificationcode;180;Erikoispuuta;Specialvirke;;;
676_679_682_685;specificationcode;181;Haapatukkipuita;Asptimmerträd;;;
676_679_682_685;specificationcode;182;Hyvälaatuisia tukkipuita;Timmerträd av god kvalitet;;;
676_679_682_685;specificationcode;183;Lehtikuusitukkipuita;Lärktimmerträd;;;
676_679_682_685;specificationcode;184;Leppätukkipuita;Altimmerträd;;;
676_679_682_685;specificationcode;185;Liimapalkkipuita;Träd för limbalkar;;;
676_679_682_685;specificationcode;186;Pahkapuita;Träd med masurknölar;;;
676_679_682_685;specificationcode;187;Parruaihioita;Sparrämnen;;;
676_679_682_685;specificationcode;188;Puusepänteollisuuden puuta;Snickerivirke;;;
676_679_682_685;specificationcode;189;Pylväspuita;Stolpträd;;;
676_679_682_685;specificationcode;190;Soitinpuuta;Virke för instrument;;;
676_679_682_685;specificationcode;191;Sorvityviä;Rotblock för svarvning;;;
676_679_682_685;specificationcode;192;Venelautapuita;Träd för båtbyggnad;;;
676_679_682_685;specificationcode;193;Hirsiaihioita;Stam som lämpar sig för rundstock;;;
676_679_682_685;specificationcode;194;Hyvälaatuista mäntytukkia;Talltimmer av hög kvalitet;;;
676_679_682_685;specificationcode;195;Hyvälaatuista kuusitukkia;Grantimmer av hög kvalitet;;;
676_679_682_685;specificationcode;196;Hyvälaatuista koivutukkia;Björktimmer av hög kvalitet;;;
676_679_682_685;specificationcode;197;Hyvälaatuista muuta havutukkia;Annat barrtimmer av hög kvalitet;;;
676_679_682_685;specificationcode;198;Hyvälaatuista muuta lehtitukkia;Annat lövtimmer av hög kvalitet;;;
